original.publication.short,setting,ecosystem.type,dimensionality,arena.size,experimental.duration.seconds,temperature.degree.celcius,predator.species,predator.met.group,predator.ana.group,consumption.type,predation.strategy,predator.mass.mg,prey.species,prey.mass.mg,attack.rate,handling.time,Starvation.Y.N,Starvation.time.seconds,original.publication.full,from.meta.study
Butler.1993.Oikos,lab,freshwater,3D,0.0015,86400,15,Piona exigua,invert,invertebrate,carnivore,predator,0.195856,Daphnia carinata,0.129858,0.00000000266204096902046,146242.197134636,N,0,"Butler, M.I. & Burns, C.W. (1993): Water mite predation on planktonic Cladocera: parallel curve analysis of functional responses; Oikos 66; 5-16",Rall.2012.Phil.Trans.R.Soc.B
Butler.1993.Oikos,lab,freshwater,3D,0.0015,86400,15,Piona exigua,invert,invertebrate,carnivore,predator,0.382959,Daphnia carinata,0.0360006,0.0000000174537224699365,67198.8456128574,N,0,"Butler, M.I. & Burns, C.W. (1993): Water mite predation on planktonic Cladocera: parallel curve analysis of functional responses; Oikos 66; 5-16",Rall.2012.Phil.Trans.R.Soc.B
Butler.1993.Oikos,lab,freshwater,3D,0.0015,86400,15,Piona exigua,invert,invertebrate,carnivore,predator,0.382959,Daphnia carinata,0.0360006,0.0000000184953402237062,69358.8426653817,N,0,"Butler, M.I. & Burns, C.W. (1993): Water mite predation on planktonic Cladocera: parallel curve analysis of functional responses; Oikos 66; 5-16",Rall.2012.Phil.Trans.R.Soc.B
Chigbu.1994.FreshwBiol,lab,freshwater,3D,0.002,3600,10,Neomysis mercedis,invert,invertebrate,carnivore,filtrator,9.56831,Daphnia magna,0.0096,0.000000505465843870021,3557.2524123863,Y,57600,"Chigbu, P. & Sibley, T.H. (1994): Predation by Neomysis mercedis: effects of temperature, Daphnia magna size and prey density on ingestion rate and size selectivity; Freshwater Biology 32; 39-48",Rall.2012.Phil.Trans.R.Soc.B
Chigbu.1994.FreshwBiol,lab,freshwater,3D,0.002,10800,10,Neomysis mercedis,invert,invertebrate,carnivore,filtrator,9.56831,Daphnia magna,0.029,0.000000441941687539956,20443.3132477781,Y,57600,"Chigbu, P. & Sibley, T.H. (1994): Predation by Neomysis mercedis: effects of temperature, Daphnia magna size and prey density on ingestion rate and size selectivity; Freshwater Biology 32; 39-48",Rall.2012.Phil.Trans.R.Soc.B
Colton.1987.Ecology,lab,freshwater,3D,0.006,172800,25,Enallagma aspersum,invert,invertebrate,carnivore,predator,37.909,Diaptomus spatulocrenatus,0.015,0.0000000334578373917787,139345.535821905,Y,14400,"Colton, T.F. (1987): Extending functional response models to include a second prey type: an experimental test; Ecology 68; 900-912",Rall.2012.Phil.Trans.R.Soc.B
Colton.1987.Ecology,lab,freshwater,3D,0.006,172800,25,Enallagma aspersum,invert,invertebrate,carnivore,predator,37.909,Simocephalus serrulatus,0.02025,0.0000000795206636207192,76498.3053712903,Y,14400,"Colton, T.F. (1987): Extending functional response models to include a second prey type: an experimental test; Ecology 68; 900-912",Rall.2012.Phil.Trans.R.Soc.B
Cothran.1985.Oikos,lab,freshwater,3D,0.0005,21600,15,Celithemis fasciata,invert,invertebrate,carnivore,predator,236.209,Daphnia magna,0.171227,0.00000000888887879111467,1492.75640168056,Y,86400,"Cothran, M.L. & Thorp, J.H. (1985): Tests of prey preference and switching behavior of the dragonfly Celithemis fasciata; Oikos 44; 350-355",Rall.2012.Phil.Trans.R.Soc.B
DeBlois.1991.MarEcolProgSer,lab,marine,3D,0.001,28800,14.5,Calliopius laeviusculus,invert,invertebrate,carnivore,predator,3.91057,Mallotus vilosus,0.08,0.0000000000187405871605374,20277.3618665555,Y,86400,"DeBlois, E.M. & Legett, W.C. (1991): Functional response and potential impact of invertebrate predators on benthic fish eggs: analysis of the Calliopius laeviusculus-capelin (Mallotus villosus) predator-prey system; Marine Ecology Progress Series 69: 205-216,",Rall.2012.Phil.Trans.R.Soc.B
DeBlois.1991.MarEcolProgSer,lab,marine,3D,0.001,28800,7.5,Calliopius laeviusculus,invert,invertebrate,carnivore,predator,3.91057,Mallotus vilosus,0.08,0.0000000000277107613411657,32673.5882395993,Y,86400,"DeBlois, E.M. & Legett, W.C. (1991): Functional response and potential impact of invertebrate predators on benthic fish eggs: analysis of the Calliopius laeviusculus-capelin (Mallotus villosus) predator-prey system; Marine Ecology Progress Series 69: 205-216,",Rall.2012.Phil.Trans.R.Soc.B
DeBlois.1991.MarEcolProgSer,lab,marine,3D,0.001,86400,7.5,Calliopius laeviusculus,invert,invertebrate,carnivore,predator,3.3778,Mallotus vilosus,0.08,0.00000000000875637486301947,75209.2320836567,Y,86400,"DeBlois, E.M. & Legett, W.C. (1991): Functional response and potential impact of invertebrate predators on benthic fish eggs: analysis of the Calliopius laeviusculus-capelin (Mallotus villosus) predator-prey system; Marine Ecology Progress Series 69: 205-216,",Rall.2012.Phil.Trans.R.Soc.B
DeClercq.2000.BiolControl,lab,terrestrial,2D,0.0675,86400,22,Podisus nigrispinus,invert,invertebrate,carnivore,predator,56.15,Spodoptera exigua,18.4,0.00000202499874163736,587.347859871206,Y,86400,"De Clercq, P., Mohaghegh, J. & Tirry, L. (2000): Effect of host plant on the functional response of the predator Podisus nigrispinus (Heteroptera : Pentatomidae); Biological Control 18; 65–70",Rall.2012.Phil.Trans.R.Soc.B
DeClercq.2000.BiolControl,lab,terrestrial,2D,0.0675,86400,22,Podisus nigrispinus,invert,invertebrate,carnivore,predator,56.15,Spodoptera exigua,18.4,0.00000174375048529009,636.847788895046,Y,86400,"De Clercq, P., Mohaghegh, J. & Tirry, L. (2000): Effect of host plant on the functional response of the predator Podisus nigrispinus (Heteroptera : Pentatomidae); Biological Control 18; 65–70",Rall.2012.Phil.Trans.R.Soc.B
Durbin.1992.LimnolOceanogr,lab,marine,3D,0.0015,86400,4,Acartia hudsonica,invert,invertebrate,herbivore,filtrator,0.03806,Thalassiosira constricta,0.00000491491,0.000000000417751650143227,857496.682140074,N,0,"Durbin, E.G. & Durbin, A.G. (1992): Effects of temperature and food abundance on grazing and short-term weight change in the marine copepod Acartia hudsonica; Limnology & Oceanography 37; 361-378",Rall.2012.Phil.Trans.R.Soc.B
Durbin.1992.LimnolOceanogr,lab,marine,3D,0.0015,86400,8,Acartia hudsonica,invert,invertebrate,herbivore,filtrator,0.03806,Thalassiosira constricta,0.00000491491,0.000000000441977885154341,1019882.73075543,N,0,"Durbin, E.G. & Durbin, A.G. (1992): Effects of temperature and food abundance on grazing and short-term weight change in the marine copepod Acartia hudsonica; Limnology & Oceanography 37; 361-378",Rall.2012.Phil.Trans.R.Soc.B
Durbin.1992.LimnolOceanogr,lab,marine,3D,0.0015,86400,12,Acartia hudsonica,invert,invertebrate,herbivore,filtrator,0.03806,Thalassiosira constricta,0.00000491491,0.000000000341979155680413,570443.949530344,N,0,"Durbin, E.G. & Durbin, A.G. (1992): Effects of temperature and food abundance on grazing and short-term weight change in the marine copepod Acartia hudsonica; Limnology & Oceanography 37; 361-378",Rall.2012.Phil.Trans.R.Soc.B
Durbin.1992.LimnolOceanogr,lab,marine,3D,0.0015,86400,16,Acartia hudsonica,invert,invertebrate,herbivore,filtrator,0.03806,Thalassiosira constricta,0.00000491491,0.000000000374765694447361,380002.624564431,N,0,"Durbin, E.G. & Durbin, A.G. (1992): Effects of temperature and food abundance on grazing and short-term weight change in the marine copepod Acartia hudsonica; Limnology & Oceanography 37; 361-378",Rall.2012.Phil.Trans.R.Soc.B
Fan.1994.ExpApplAcarol,lab,terrestrial,2D,0.0004908738,86400,25,Neoseiulus barkeri,invert,invertebrate,carnivore,predator,0.0122734,Tetranychus urticae,0.00172,0.00000000594786555960917,512373.512912735,Y,86400,"Fan, Y. & Petitt, F.L. (1994): Functional response of Neoseiulus barkeri Hughes on two-spotted spider mite (Acari: Tetranychidae); Experimental and Applied Acarology 18; 613-621",Rall.2012.Phil.Trans.R.Soc.B
Fan.1994.ExpApplAcarol,lab,terrestrial,2D,0.0004908738,86400,25,Neoseiulus barkeri,invert,invertebrate,carnivore,predator,0.0122734,Tetranychus urticae,0.00123,0.00000000539792404810619,751609.176456564,Y,86400,"Fan, Y. & Petitt, F.L. (1994): Functional response of Neoseiulus barkeri Hughes on two-spotted spider mite (Acari: Tetranychidae); Experimental and Applied Acarology 18; 613-621",Rall.2012.Phil.Trans.R.Soc.B
Fan.1994.ExpApplAcarol,lab,terrestrial,2D,0.0004908738,86400,25,Neoseiulus barkeri,invert,invertebrate,carnivore,predator,0.0122734,Tetranychus urticae,0.022725,0.0000000074045825283625,1422700.15842264,Y,86400,"Fan, Y. & Petitt, F.L. (1994): Functional response of Neoseiulus barkeri Hughes on two-spotted spider mite (Acari: Tetranychidae); Experimental and Applied Acarology 18; 613-621",Rall.2012.Phil.Trans.R.Soc.B
Fenchel.1982.Mar.Ecol.Prog.Ser,lab,marine,3D,0.00005,14400,20,Actinomonas mirabilis,unicell,invertebrate,bacterivore,filtrator,0.000000084,Pseudomonas spp.,0.000000000888889,0.0000000000000229166634689915,37674427913.7412,N,0,"Fenchel, T. (1982): Ecology of Heterotrophic Microflagellates II. Bioenergetics and Growth; Marine Ecology Progress Series 8; 225-231",Hansen.1997.LimnolOceanogr
Fenchel.1982.Mar.Ecol.Prog.Ser,lab,marine,3D,0.00005,14400,20,Monosiga sp.,unicell,invertebrate,bacterivore,filtrator,0.0000000224,Pseudomonas spp.,0.000000000888889,5.44444847736924E-016,149999981250.002,N,0,"Fenchel, T. (1982): Ecology of Heterotrophic Microflagellates II. Bioenergetics and Growth; Marine Ecology Progress Series 8; 225-231",Hansen.1997.LimnolOceanogr
Fenchel.1982.Mar.Ecol.Prog.Ser,lab,freshwater,3D,0.00005,14400,20,Ochromonas sp.,unicell,invertebrate,bacterivore,filtrator,0.000000224,Pseudomonas spp.,0.000000000888889,2.88889497077048E-015,21315777834.1465,N,0,"Fenchel, T. (1982): Ecology of Heterotrophic Microflagellates II. Bioenergetics and Growth; Marine Ecology Progress Series 8; 225-231",Hansen.1997.LimnolOceanogr
Fenchel.1982.Mar.Ecol.Prog.Ser,lab,marine,3D,0.00005,14400,20,Paraphysomonas vestita,unicell,invertebrate,bacterivore,filtrator,0.0000002128,Pseudomonas spp.,0.000000000888889,4.8027846027846E-015,15986833375.6099,N,0,"Fenchel, T. (1982): Ecology of Heterotrophic Microflagellates II. Bioenergetics and Growth; Marine Ecology Progress Series 8; 225-231",Hansen.1997.LimnolOceanogr
Fenchel.1982.Mar.Ecol.Prog.Ser,lab,freshwater,3D,0.00005,14400,20,Pleuromonas jaculans,unicell,invertebrate,bacterivore,filtrator,0.000000056,Pseudomonas spp.,0.000000000888889,7.6388790171092E-016,74769203018.3512,N,0,"Fenchel, T. (1982): Ecology of Heterotrophic Microflagellates II. Bioenergetics and Growth; Marine Ecology Progress Series 8; 225-231",Hansen.1997.LimnolOceanogr
Fenchel.1982.Mar.Ecol.Prog.Ser,lab,marine,3D,0.00005,14400,20,Pseudobodo tremulans,unicell,invertebrate,bacterivore,filtrator,0.0000001008,Pseudomonas spp.,0.000000000888889,2.74999558035793E-015,48214348565.1416,N,0,"Fenchel, T. (1982): Ecology of Heterotrophic Microflagellates II. Bioenergetics and Growth; Marine Ecology Progress Series 8; 225-231",Hansen.1997.LimnolOceanogr
Fernando.1980.ResPopulEcol,lab,terrestrial,2D,0.0015904313,86400,20,Phytoseiulus persimilis,invert,invertebrate,carnivore,predator,0.01309,Tetranychus urticae,0.00383,0.0000000155555284889528,1362923.4369718,N,0,"Fernando, M.H.J.P. & Hassel, M.P. (1980): Predator-prey responses in an acarine system; Researches on Population Ecology 22; 301-322",Rall.2012.Phil.Trans.R.Soc.B
Fernando.1980.ResPopulEcol,lab,terrestrial,2D,0.0015904313,86400,20,Phytoseiulus persimilis,invert,invertebrate,carnivore,predator,0.01309,Tetranychus urticae,0.00123,0.0000000469444946797171,2546339.8846839,N,0,"Fernando, M.H.J.P. & Hassel, M.P. (1980): Predator-prey responses in an acarine system; Researches on Population Ecology 22; 301-322",Rall.2012.Phil.Trans.R.Soc.B
Fernando.1980.ResPopulEcol,lab,terrestrial,2D,0.0015904313,86400,20,Phytoseiulus persimilis,invert,invertebrate,carnivore,predator,0.01309,Tetranychus urticae,0.00172,0.00000001,1004650.64840957,N,0,"Fernando, M.H.J.P. & Hassel, M.P. (1980): Predator-prey responses in an acarine system; Researches on Population Ecology 22; 301-322",Rall.2012.Phil.Trans.R.Soc.B
Fernando.1980.ResPopulEcol,lab,terrestrial,2D,0.0015904313,86400,20,Phytoseiulus persimilis,invert,invertebrate,carnivore,predator,0.01309,Tetranychus urticae,0.008135,0.0000000205555367554408,1190413.11983822,N,0,"Fernando, M.H.J.P. & Hassel, M.P. (1980): Predator-prey responses in an acarine system; Researches on Population Ecology 22; 301-322",Rall.2012.Phil.Trans.R.Soc.B
Fox.1978.JAnimEcol,lab,freshwater,3D,0.01,10800,25,Notonecta hoffmanni,invert,invertebrate,carnivore,predator,21,Culex quinquefasciatus,0.9,0.00000213889136786111,759.999118401023,Y,86400,"Fox, L.R. & Murdoch, W.W. (1978): Effects of feeding history on short-term and long-term functional responses in Notonecta hoffmanni; Journal of Animal Ecology 47, 945-959",Rall.2012.Phil.Trans.R.Soc.B
Fox.1978.JAnimEcol,lab,freshwater,3D,0.01,10800,25,Notonecta hoffmanni,invert,invertebrate,carnivore,predator,21,Culex quinquefasciatus,0.9,0.0000010833345033345,719.999942400004,Y,86400,"Fox, L.R. & Murdoch, W.W. (1978): Effects of feeding history on short-term and long-term functional responses in Notonecta hoffmanni; Journal of Animal Ecology 47, 945-959",Rall.2012.Phil.Trans.R.Soc.B
Fox.1978.JAnimEcol,lab,freshwater,3D,0.01,10800,25,Notonecta hoffmanni,invert,invertebrate,carnivore,predator,17,Culex quinquefasciatus,0.9,0.00000172222096844474,1120.00055552028,Y,86400,"Fox, L.R. & Murdoch, W.W. (1978): Effects of feeding history on short-term and long-term functional responses in Notonecta hoffmanni; Journal of Animal Ecology 47, 945-959",Rall.2012.Phil.Trans.R.Soc.B
Fox.1978.JAnimEcol,lab,freshwater,3D,0.01,10800,25,Notonecta hoffmanni,invert,invertebrate,carnivore,predator,17,Culex quinquefasciatus,0.9,0.000000861113474007656,1120.00055552028,Y,86400,"Fox, L.R. & Murdoch, W.W. (1978): Effects of feeding history on short-term and long-term functional responses in Notonecta hoffmanni; Journal of Animal Ecology 47, 945-959",Rall.2012.Phil.Trans.R.Soc.B
Fox.1978.JAnimEcol,lab,freshwater,3D,0.01,43200,25,Notonecta hoffmanni,invert,invertebrate,carnivore,predator,17,Culex quinquefasciatus,0.9,0.000000444443859556772,1879.9985636811,Y,86400,"Fox, L.R. & Murdoch, W.W. (1978): Effects of feeding history on short-term and long-term functional responses in Notonecta hoffmanni; Journal of Animal Ecology 47, 945-959",Rall.2012.Phil.Trans.R.Soc.B
Fox.1978.JAnimEcol,lab,freshwater,3D,0.01,43200,25,Notonecta hoffmanni,invert,invertebrate,carnivore,predator,21,Culex quinquefasciatus,0.9,0.000000833331093340501,1279.99934464034,Y,86400,"Fox, L.R. & Murdoch, W.W. (1978): Effects of feeding history on short-term and long-term functional responses in Notonecta hoffmanni; Journal of Animal Ecology 47, 945-959",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,2D,0.18,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,694.201,Chironomidae,70.5622,0.000817197652677761,6.42072740404041,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,2D,0.18,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,1936.4,Chironomidae,70.5622,0.000977400001317144,3.18300715428942,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,2D,0.18,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,4009.51,Chironomidae,70.5622,0.00028080034880632,1.457295605712,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,2D,0.18,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,7051.37,Chironomidae,70.5622,0.000203399978439161,0.577789028509366,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,2D,0.18,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,11184.1,Chironomidae,70.5622,0.000273601004749009,0.406591051414473,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,2D,0.18,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,16518.7,Chironomidae,70.5622,0.000205199755119774,0.340975433163118,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,2D,0.18,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,23157.8,Chironomidae,70.5622,0.0000649801016750847,0.179699506158318,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,2D,0.18,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,31197,Chironomidae,70.5622,0.000201599485025902,0.43096754744638,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,2D,0.18,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,40726.7,Chironomidae,70.5622,0.000196199926306113,0.268840889721142,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,2D,0.18,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,113603,Chironomidae,70.5622,0.0000876600008103638,0.297751378958745,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,3D,0.051,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,694.201,Lepomis macrochirus,26.4848,0.000117300345365078,16.396559878855,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,3D,0.051,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,694.201,Daphnia spp.,0.113308,0.0000106589857269065,335.546183776592,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,3D,0.051,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,1936.4,Daphnia spp.,0.113308,0.000042330014135822,241.377294897685,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,3D,0.051,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,4009.51,Daphnia spp.,0.113308,0.0000443700790201782,141.472871953473,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,3D,0.051,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,7051.37,Daphnia spp.,0.113308,0.0000780300387733663,114.025459771956,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,3D,0.051,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,11184.1,Daphnia spp.,0.113308,0.000018309003479955,82.9597038161505,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
Galarowicz.2005.CanJFishAquatSci,lab,freshwater,3D,0.051,900,21,Sander vitreus,ectovert,vertebrate,carnivore,predator,16518.7,Daphnia spp.,0.113308,0.0000155040023623622,90.3730959607679,Y,86400,"Galarowicz, T.L. & Wahl, D.L. (2005): Foraging by a young-of-the-year piscivore: the role of predator size, prey type, and density; Canadian Journal of Fisheries and Aquatic Sciences 62; 2330-2342",Rall.2012.Phil.Trans.R.Soc.B
